09-0040 / 000006;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000007;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000008;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000009;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000010;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000011;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000012;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000013;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000014;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000015;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000016;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 1,72 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000017;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000018;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000019;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000020;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000021;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000022;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000023;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000024;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000025;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000026;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000027;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000028;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000029;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000030;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000031;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000032;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000033;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000034;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000035;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000036;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000037;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000038;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000039;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000040;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000041;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000042;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000043;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000044;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000045;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000046;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000047;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000048;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000049;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000050;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000051;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000052;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000053;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000054;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000055;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000056;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000057;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SANITARIO FEMININO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000058;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000059;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000060;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;ÁTRIO DIREITO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000061;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000062;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000063;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 1,73 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000064;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SANITARIO FEMININO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000065;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000066;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000067;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;ESPAÇO INFANTIL;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000068;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000069;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;REFEITÓRIO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000070;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000071;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000072;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000073;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000074;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000075;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000076;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000077;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALÃO DE CULTO;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-0040 / 000078;;;1 - BANCO DE MADEIRA  /  GENUFLEXÓRIO BANCOS DE MADEIRA 2,50 M;;;NC;;;;BR 09-0040;1101;;0;;SALA DE MUSICA;;;;31/12/2006;;1,00;0,92;;;;;0,08;;;;Ativo;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
